User-ID,Book-Title,Book-Author,Publisher,Image-URL-L,Book-Rating
0,Moral Disorder,Margaret Atwood,McClelland & Stewart,http://books.google.com/books/content?id=jNeozwt6QmUC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72v5hmpsmJ7WSV6RhJBynUQFm1ORqN-A8jmhAOUZWzrV52M_QocRIJTqrw0_xJEM8cFtcoPE7yxP6mXBc8YH5Y5gckMWIg8EmK_kbHJvxZItBmMqjAEcZUr8iQK2SWgIiF38cUv&source=gbs_api,10.0
0,Oryx and Crake,Margaret Atwood,Knopf Canada,http://books.google.com/books/content?id=1GeHO2uy1XQC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70ub7k6f7cZ2Pie-oqvhz8af9mhQoUiSHYxgob7YC0KmAYsNSwBMFgk_U80y_YGexUFvV-iSmZfFQai6J7W_mgxl50OGmN3mauzk_QWe85hDrcwxsUQnEwOnLw2dIToSvUGaHJs&source=gbs_api,0.0
0,Penguin Classics Animal Farm,George Orwell,Penguin UK,http://books.google.com/books/publisher/content?id=xY2MEAAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73XfC1nUVQ5jJynuf1DuVYeUb35iLgdqBouknIUVLCMSpTpcrUU_V4d5HDzRDR-SgEkln35l8QsUd-9fec5BIcKqBSKf0LQPzIG4WIZu71nnQd_vVUs711U9uU7EuwiBUohfz-s&source=gbs_api,10.0
0,The Handmaid's Tale,Margaret Atwood,McClelland & Stewart,http://books.google.com/books/content?id=ECvxEpH7VZYC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE73lUgxHOc_l9sYH0HPR2Z9qXX6eYv_7Fa7cyzEFhDbTbvzvwVcXI4LYRr9w7zBIRuNtH5icPmqleDLaenj8RM0bom2_Zt3NuNkvrkgUBFug-yZ3sdp060pxtbBWXrD8Fqs_N12f&source=gbs_api,10.0
0,Fahrenheit 451,Ray Bradbury,Ithaki Publishing,http://books.google.com/books/content?id=YwpYhmYGv4cC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71Ga019Vi1ZUZk4l02SrUeBTvdUQFdTf0pD3Q8sSy8sTQAbF7I6XWFir5n4PSP_3cN55tJfRvcDQrCk1jDTxZ82xYkknbV0-ZW8yC5U_nI04m0yK6LMB2M7HXRvHHAUliMG-uZd&source=gbs_api,10.0
